keyword,emotion
tears,Excited
welling,Excited
procrastinator,Sad
potential,Sad
passion,Sad
cage,Sad
unresolved,Sad
resentment,Sad
built,Sad
vaguely,Angry
reel,Angry
pros,Angry
signed,Angry
ago,Angry
evening,Fearful
courtesy,Fearful
journalism,Fearful
sibling,Fearful
whom,Fearful
bro,Fearful
attending,Fearful
topic,Angry
passionately,Angry
pianos,Angry
worth,Angry
discussing,Angry
piano,Angry
grew,Angry
hyperventilating,Angry
inspired,Sad
september,Sad
foodie,Angry
secret,Angry
knitting,Happy
responsible,Fearful
picking,Fearful
occasion,Fearful
reminds,Fearful
threaten,Fearful
pattern,Fearful
conducting,Fearful
aircleaner,Happy
michael,Happy
epiphanies,Happy
toned,Happy
validation,Happy
handing,Happy
letters,Happy
experiment,Happy
protection,Happy
sacred,Happy
sublime,Happy
terms,Happy
worry,Sad
theyll,Sad
chosen,Sad
plans,Sad
insult,Sad
half,Angry
amp,Angry
f,Angry
lol,Angry
drawn,Angry
wispy,Happy
strands,Happy
vibe,Happy
research,Excited
schemes,Excited
implement,Excited
organizational,Excited
tips,Excited
small,Excited
spaces,Excited
intensity,Excited
project,Excited
masochist,Excited
incredibly,Excited
excited,Excited
flipped,Sad
consistently,Angry
accumulated,Happy
leaked,Sad
discovered,Happy
proved,Happy
paid,Happy
dues,Happy
stagnate,Happy
fullest,Happy
potential,Happy
dunno,Fearful
audience,Fearful
addressing,Fearful
wanna,Angry
scream,Angry
facing,Angry
sheri,Happy
shares,Happy
king,Happy
three,Excited
words,Excited
viewing,Excited
lottery,Fearful
itd,Fearful
screwed,Fearful
suffering,Fearful
wrongly,Sad
misbehavior,Sad
unavoidable,Sad
allowed,Sad
argue,Sad
stack,Happy
heres,Happy
graphic,Happy
curtain,Happy
cast,Happy
snacks,Happy
vampires,Happy
football,Happy
acknowledgment,Happy
origins,Happy
mayhem,Sad
vale,Sad
twice,Sad
realities,Sad
bum,Sad
transient,Sad
hiding,Happy
jacket,Happy
mesh,Happy
celebrated,Sad
fare,Sad
january,Sad
th,Sad
october,Sad
nd,Sad
disregarding,Sad
course,Sad
gandhigiri,Sad
euphoria,Sad
generated,Sad
unexpected,Sad
source,Sad
munnabhai,Sad
inescapable,Sad
phrase,Sad
hindu,Sad
fanatic,Sad
printing,Happy
quiltcon,Happy
lizzy,Happy
practical,Happy
threw,Fearful
tube,Fearful
surgery,Fearful
access,Sad
silence,Sad
frustrations,Sad
projects,Sad
homes,Sad
pinterest,Sad
vulnerable,Happy
canning,Happy
tomatoes,Happy
pity,Sad
obsession,Happy
kill,Fearful
sleeps,Sad
picture,Fearful
uplifted,Happy
martinez,Happy
association,Happy
occupy,Happy
clothing,Sad
promptings,Happy
familys,Happy
players,Fearful
finding,Fearful
library,Fearful
sage,Fearful
identify,Fearful
headachie,Sad
blah,Sad
taboo,Happy
dirty,Happy
oversized,Happy
tee,Happy
baggy,Happy
pants,Happy
semi,Happy
sweat,Happy
streaked,Happy
baker,Fearful
smallest,Fearful
double,Fearful
loud,Fearful
across,Fearful
hall,Fearful
hehe,Happy
aiiiiighhhht,Sad
monogamous,Happy
finishing,Happy
recommendation,Fearful
function,Fearful
modern,Fearful
web,Fearful
shops,Fearful
searched,Fearful
shop,Fearful
site,Fearful
advertising,Fearful
shout,Happy
withdraw,Angry
upcoming,Happy
greatest,Happy
poll,Happy
trying,Excited
guy,Excited
hangs,Excited
george,Excited
contradictory,Happy
vow,Happy
gasp,Happy
select,Happy
marybeth,Happy
isabella,Happy
shitty,Happy
magical,Fearful
shoes,Fearful
park,Fearful
beach,Fearful
beginning,Angry
lengthy,Sad
groundless,Sad
cabin,Sad
dlk,Happy
length,Happy
butttt,Sad
semuanya,Sad
sudah,Sad
terlambat,Sad
dan,Sad
ignorant,Sad
african,Sad
healers,Sad
century,Sad
appeared,Happy
xbla,Happy
sony,Happy
elders,Sad
sat,Happy
wind,Happy
lots,Fearful
cramping,Fearful
abdomen,Fearful
pelvis,Fearful
maintain,Happy
dish,Happy
tangible,Happy
complainy,Angry
sense,Angry
tightly,Happy
paced,Happy
critical,Sad
soap,Sad
lay,Angry
politics,Excited
realm,Excited
stage,Excited
usa,Excited
reality,Sad
menu,Happy
talked,Sad
depth,Sad
repetetive,Sad
forgive,Fearful
accepting,Fearful
allowing,Fearful
application,Fearful
within,Fearful
reveal,Fearful
lb,Sad
testicle,Sad
decrease,Sad
urinate,Sad
semen,Sad
massively,Angry
suicidal,Angry
comfortably,Sad
maintaining,Happy
norah,Happy
jones,Happy
books,Fearful
multitude,Fearful
impressions,Fearful
rich,Sad
omega,Sad
reverses,Sad
weightlessly,Sad
restores,Sad
bounce,Sad
flowing,Sad
styles,Sad
raphael,Happy
laiya,Happy
jennifer,Happy
stayed,Happy
scampering,Happy
met,Angry
unintentionally,Angry
roles,Happy
alfred,Happy
molina,Happy
dimensional,Happy
caricatures,Happy
exhaustion,Sad
youre,Sad
elation,Happy
effectively,Happy
convince,Sad
exposing,Sad
intervention,Happy
behalf,Happy
int,Sad
citizen,Sad
bash,Sad
knowlege,Sad
reinforce,Sad
importance,Sad
sums,Fearful
delusion,Fearful
distance,Fearful
guy,Fearful
realistic,Happy
increase,Happy
chances,Happy
invest,Sad
friendships,Sad
investment,Sad
wanderlust,Happy
loquacious,Happy
hunters,Happy
flower,Happy
plug,Happy
cow,Happy
dung,Happy
marry,Happy
grievance,Happy
wish,Excited
comforting,Excited
instead,Excited
memories,Excited
woken,Excited
dream,Excited
sleep,Excited
trees,Excited
grown,Excited
taller,Excited
investing,Angry
investment,Angry
category,Angry
invest,Angry
bombing,Angry
market,Angry
coca,Angry
cola,Angry
warhound,Sad
model,Sad
fieldi,Sad
tv,Happy
everyones,Happy
scroll,Happy
admiring,Sad
envying,Sad
figures,Sad
twentysomething,Sad
ahead,Sad
radio,Excited
lyrics,Excited
nowhere,Angry
financially,Fearful
shower,Angry
stinky,Angry
ravenous,Sad
later,Angry
manuscript,Happy
reporting,Happy
fellowship,Happy
annoyed,Happy
requirements,Happy
hold,Fearful
tighter,Fearful
grieve,Happy
grief,Happy
repeat,Fearful
line,Excited
jesse,Excited
hike,Excited
finish,Excited
tought,Sad
taken,Fearful
sentimental,Fearful
destinies,Fearful
banking,Sad
crisis,Sad
calling,Happy
fold,Happy
demotivate,Happy
diwali,Happy
between,Excited
cheated,Angry
spurned,Angry
vine,Angry
tended,Angry
nursed,Angry
screwed,Angry
sitter,Angry
strategy,Happy
opportunity,Angry
finger,Angry
presented,Angry
italy,Angry
wheel,Sad
rested,Happy
dreamy,Excited
state,Excited
waking,Excited
cyber,Excited
slut,Excited
craves,Excited
creep,Excited
evening,Excited
presenting,Angry
manner,Angry
dragged,Angry
gathering,Angry
fake,Angry
roller,Happy
coaster,Happy
craziness,Happy
throne,Happy
killing,Happy
despise,Sad
clients,Happy
bundles,Happy
shades,Sad
denied,Fearful
claimed,Fearful
jump,Fearful
sabotaging,Fearful
bedriacum,Sad
addition,Angry
henrietta,Sad
ariel,Sad
chelmsford,Sad
unreal,Sad
stepping,Sad
turn,Happy
brew,Happy
noticing,Sad
noticeable,Sad
picture,Excited
homely,Excited
smell,Excited
ingrain,Angry
experiences,Angry
pretend,Angry
past,Angry
complain,Happy
near,Happy
sprint,Sad
consciously,Sad
register,Sad
undoubtedly,Angry
banking,Angry
incident,Angry
political,Angry
pundits,Angry
vinegary,Happy
calli,Happy
questioning,Angry
photo,Sad
justice,Sad
perform,Angry
submarine,Angry
cartwheel,Angry
ankle,Angry
board,Angry
hauled,Angry
someones,Sad
proved,Angry
wasted,Angry
effort,Angry
pointless,Angry
uneffected,Angry
least,Angry
seems,Excited
image,Excited
although,Excited
wanna,Excited
clubbing,Excited
destashing,Sad
cuts,Sad
bought,Sad
hill,Sad
visited,Angry
hospital,Angry
smell,Angry
nearly,Angry
ran,Angry
complain,Fearful
sai,Happy
implementing,Happy
medicine,Happy
booked,Happy
sundays,Happy
procedure,Excited
worked,Excited
well,Excited
sympathizing,Angry
demons,Angry
church,Angry
meeting,Sad
semester,Sad
cinderalla,Sad
prizecompetition,Happy
beats,Fearful
fast,Fearful
calls,Fearful
crack,Fearful
scoop,Happy
republicans,Sad
overload,Sad
outcome,Sad
helping,Fearful
aunt,Sad
april,Angry
moods,Sad
spinach,Happy
feta,Happy
cranberry,Happy
salad,Happy
balsamic,Happy
viniagrette,Happy
attend,Happy
unemotional,Angry
settle,Sad
marriage,Sad
urge,Happy
figuring,Happy
aint,Angry
tub,Happy
perfumed,Happy
salts,Happy
figuratively,Sad
preservation,Angry
justification,Angry
survive,Angry
bring,Angry
ridiculously,Fearful
temperatures,Fearful
wicked,Fearful
heartburn,Fearful
tilt,Happy
neck,Happy
shoulder,Happy
hoping,Angry
coercive,Angry
pushy,Angry
send,Sad
sending,Happy
packet,Happy
chair,Sad
forward,Angry
miracles,Happy
individually,Happy
heals,Happy
helpful,Happy
report,Sad
korean,Sad
italian,Sad
italy,Sad
centered,Happy
readers,Excited
ways,Excited
whitley,Excited
influenced,Excited
hollywood,Excited
continues,Excited
influence,Excited
isnt,Excited
real,Excited
sleek,Happy
smoother,Happy
revenge,Happy
drawing,Happy
handling,Happy
blaster,Happy
relieve,Angry
caregiver,Angry
belittled,Sad
keyed,Sad
trigger,Sad
points,Sad
laughable,Sad
flattened,Sad
passionate,Sad
knowledgeable,Sad
sluggish,Sad
text,Sad
tychelle,Sad
nonexistent,Sad
thepage,Sad
evil,Sad
offerings,Happy
hunting,Happy
adult,Happy
birthdays,Sad
threw,Sad
entertainers,Happy
williams,Happy
natasha,Happy
gan,Happy
suede,Happy
colour,Happy
chadstone,Happy
tonite,Happy
convinced,Sad
encouraged,Sad
obedient,Sad
commandments,Sad
compassion,Sad
strengthened,Sad
cherished,Sad
wasn,Sad
proof,Happy
listeners,Happy
starving,Angry
ethiopia,Angry
tv,Angry
awful,Angry
topic,Fearful
metier,Sad
teach,Sad
university,Sad
moms,Happy
avoiding,Happy
arise,Happy
digging,Sad
business,Sad
admit,Excited
quirky,Excited
yourself,Excited
seriously,Excited
doodly,Happy
hungry,Happy
puzzled,Happy
trendy,Happy
pious,Happy
uppity,Happy
religious,Happy
religion,Happy
fall,Excited
uncle,Excited
montagues,Excited
tales,Excited
terror,Excited
grade,Happy
stole,Angry
rmb,Angry
grandfather,Angry
maternal,Angry
exceptionally,Angry
borne,Sad
innocent,Sad
violent,Sad
disgruntled,Angry
dick,Happy
hobbs,Happy
rebecca,Happy
mcpherson,Happy
bgr,Happy
dumped,Happy
steady,Happy
dump,Happy
dylan,Happy
graduation,Happy
tends,Happy
euphoria,Happy
depression,Happy
bets,Happy
parody,Happy
shine,Happy
dorama,Happy
p,Sad
aaaaand,Sad
tis,Sad
lunch,Angry
nap,Angry
career,Fearful
sore,Angry
masala,Excited
movies,Excited
light,Excited
entertainers,Excited
treadmill,Fearful
expressed,Angry
appreciation,Angry
type,Fearful
whined,Fearful
hobby,Happy
blessed,Angry
posed,Happy
cutesy,Happy
vintage,Happy
pg,Happy
roundly,Sad
tongue,Sad
ravaged,Sad
hops,Sad
challenge,Sad
sensation,Sad
breathe,Fearful
missed,Fearful
quietly,Happy
painless,Happy
expense,Happy
elliptical,Happy
theyve,Sad
ambition,Happy
extent,Angry
seem,Angry
loving,Angry
murder,Angry
unhappiness,Angry
angry,Excited
abc,Happy
typically,Angry
respond,Angry
writer,Excited
stature,Excited
quality,Excited
lauren,Excited
ago,Excited
clocking,Sad
grandma,Sad
hospitals,Sad
nursing,Sad
attempting,Sad
mission,Happy
beside,Excited
jimmy,Sad
thankful,Sad
knows,Excited
yuuki,Excited
encountered,Happy
superman,Happy
cop,Happy
blocking,Happy
passionately,Happy
knitter,Happy
date,Angry
sources,Angry
apathy,Angry
whose,Angry
confidence,Angry
faith,Angry
joys,Happy
teetering,Happy
hoarding,Happy
insanity,Happy
apothecary,Sad
shortlist,Happy
congratulate,Happy
nominees,Happy
tonights,Happy
awards,Happy
scotland,Happy
div,Happy
intro,Happy
fff,Happy
trebuchet,Happy
ms,Happy
helvetica,Happy
bitstream,Happy
vera,Happy
sans,Happy
serif,Happy
size,Happy
parent,Happy
typical,Sad
dr,Happy
dues,Sad
sucker,Happy
endless,Happy
battle,Happy
apparent,Happy
evil,Happy
discernment,Happy
connection,Sad
driven,Sad
sack,Sad
sudden,Sad
comedies,Happy
woody,Happy
allen,Happy
jim,Happy
brooks,Happy
earl,Happy
billy,Happy
films,Happy
apartment,Happy
mundane,Happy
paperwork,Happy
government,Happy
bureaucrats,Happy
revel,Happy
clung,Happy
verse,Happy
fallen,Sad
embracing,Sad
pause,Happy
possibly,Angry
colourful,Angry
turns,Angry
phrase,Angry
children,Angry
asleep,Angry
tip,Angry
heaving,Angry
sigh,Angry
turning,Angry
lesson,Happy
unrest,Fearful
weve,Fearful
warp,Fearful
wednesday,Fearful
dallas,Fearful
watching,Fearful
unfold,Fearful
york,Fearful
independence,Fearful
operation,Fearful
californians,Sad
tension,Sad
stumped,Excited
comes,Excited
pen,Excited
legitemately,Happy
saint,Happy
doubt,Fearful
theres,Fearful
greater,Fearful
reluctance,Fearful
federal,Fearful
authorities,Fearful
employ,Fearful
tear,Fearful
gas,Fearful
plain,Fearful
force,Fearful
vibration,Happy
dust,Fearful
settled,Fearful
strongly,Angry
brad,Angry
looks,Angry
cluster,Angry
profoundly,Happy
joints,Sad
backaches,Sad
majorly,Sad
ol,Excited
feefyefo,Excited
space,Excited
blabber,Excited
transparent,Excited
defended,Happy
sanctity,Happy
span,Happy
webkit,Happy
adjust,Happy
auto,Happy
stroke,Happy
inline,Happy
enjoying,Happy
swept,Happy
heard,Angry
parent,Angry
mistreated,Angry
worry,Angry
flipping,Angry
sleeves,Angry
lists,Angry
conclusions,Happy
noise,Fearful
equation,Sad
phoned,Sad
final,Sad
chasing,Sad
needles,Sad
races,Sad
neither,Fearful
deserve,Fearful
kook,Fearful
puts,Fearful
danger,Fearful
contains,Sad
ends,Sad
tummy,Sad
says,Fearful
discouraged,Fearful
condemning,Angry
strangely,Angry
favourite,Sad
lloyd,Sad
grossman,Sad
product,Sad
ditched,Sad
bogged,Sad
showered,Sad
louis,Sad
vuitton,Sad
court,Sad
instance,Sad
ebay,Sad
lv,Sad
grandparents,Happy
impressionable,Fearful
confessed,Happy
rejected,Happy
sonipro,Sad
geekparty,Sad
linkedin,Sad
target,Sad
tumblr,Sad
nofollow,Sad
snuggle,Happy
feeding,Happy
honesty,Sad
pragmatic,Happy
outcomes,Happy
psyched,Happy
penn,Happy
members,Happy
sifted,Happy
mounds,Happy
trash,Happy
boxes,Happy
atari,Happy
taker,Angry
considering,Angry
risks,Happy
cdn,Happy
shaky,Sad
wronged,Sad
entrusted,Happy
door,Fearful
wander,Excited
depths,Excited
markets,Excited
gush,Happy
janis,Sad
sanders,Sad
abusing,Sad
mirror,Sad
gander,Happy
donut,Happy
bet,Happy
mac,Angry
lipsticks,Angry
select,Angry
shade,Angry
option,Sad
combined,Sad
originality,Sad
utter,Sad
conformity,Sad
articulate,Happy
prius,Happy
al,Happy
gore,Happy
patagonia,Happy
alaska,Happy
insidious,Happy
route,Happy
easier,Sad
mental,Sad
pair,Angry
socks,Angry
yours,Angry
strings,Angry
beat,Fearful
cookie,Fearful
voice,Fearful
surprisingly,Fearful
lectures,Happy
lighter,Angry
warrick,Angry
incredible,Angry
naivety,Angry
stupidity,Angry
liked,Angry
ending,Angry
artwork,Happy
decent,Happy
efficient,Happy
joan,Sad
lifted,Sad
corinthians,Sad
power,Angry
demonstrations,Angry
super,Angry
strength,Angry
specimens,Angry
glistening,Angry
accentuating,Angry
oil,Angry
exercise,Angry
seen,Angry
terrified,Sad
partner,Sad
jackets,Sad
surgeons,Sad
evaluating,Sad
sterile,Sad
smelling,Sad
brimming,Sad
numerous,Sad
devices,Sad
hide,Sad
secret,Sad
assistance,Sad
cans,Happy
wanting,Angry
series,Angry
under,Angry
yeast,Angry
infection,Angry
vagina,Angry
sugary,Angry
foods,Angry
hadnt,Angry
sheltered,Angry
plagued,Happy
tale,Happy
gal,Happy
named,Happy
swung,Angry
ashamed,Angry
daughter,Angry
citizen,Angry
regain,Happy
alarmed,Fearful
flattered,Happy
spring,Happy
thank,Sad
enriching,Happy
traditions,Sad
phone,Excited
tech,Excited
support,Excited
turns,Excited
common,Excited
both,Excited
thoughts,Excited
earthquake,Excited
christchurch,Excited
zealand,Excited
suspect,Fearful
die,Fearful
information,Fearful
freaking,Fearful
scary,Fearful
depart,Sad
lay,Sad
relieve,Sad
nausea,Sad
restaurant,Sad
population,Happy
northwestern,Happy
superstorm,Fearful
sandy,Fearful
places,Fearful
pages,Happy
descriptions,Happy
rel,Excited
bookmark,Excited
november,Excited
eagleandhammer,Excited
reserved,Excited
habits,Excited
capable,Happy
lighting,Happy
toss,Sad
bam,Sad
dancing,Sad
shimmy,Sad
ing,Sad
shoulders,Sad
whitney,Sad
scale,Happy
absence,Sad
tempura,Angry
sundaes,Angry
narrator,Sad
pining,Sad
ex,Sad
wonders,Sad
unlock,Sad
reflected,Happy
estrangement,Sad
superman,Sad
playing,Sad
unlike,Sad
batman,Sad
informing,Happy
mistake,Happy
shatter,Happy
crystal,Happy
slipped,Happy
imagination,Happy
radiator,Happy
admittedly,Angry
yell,Angry
seek,Sad
affection,Sad
driver,Happy
effecting,Sad
dearly,Sad
remedy,Sad
wondering,Angry
shouldn,Angry
skinned,Happy
highlight,Happy
events,Sad
finished,Angry
talkative,Happy
fifteen,Sad
peas,Sad
carrots,Sad
mush,Sad
pushing,Sad
sounded,Sad
history,Sad
knowledge,Sad
challenged,Sad
clip,Sad
gere,Sad
julia,Sad
roberts,Sad
clothes,Sad
walks,Sad
expensive,Sad
boutique,Sad
condescending,Sad
staff,Sad
serve,Sad
crazy,Fearful
leas,Fearful
pleasent,Fearful
smooth,Happy
monetarily,Happy
deserves,Fearful
itll,Fearful
teach,Fearful
lesson,Fearful
check,Sad
sickening,Happy
paused,Happy
kakashi,Happy
regret,Happy
antisocial,Excited
creature,Excited
difficult,Excited
cooperation,Excited
peter,Excited
rapist,Sad
rigorously,Sad
hanged,Sad
manifesting,Fearful
outing,Happy
significant,Happy
gt,Sad
anymore,Excited
internet,Excited
bitch,Excited
kid,Excited
survive,Excited
toddlerhood,Excited
popping,Happy
primetime,Happy
murderer,Happy
predict,Happy
develop,Fearful
freaked,Fearful
angles,Sad
deciding,Sad
scheduling,Happy
center,Happy
notch,Happy
cards,Fearful
mass,Fearful
etsy,Fearful
weather,Fearful
improving,Fearful
glad,Sad
mince,Happy
pies,Happy
british,Happy
xmas,Happy
goodie,Happy
assume,Angry
water,Angry
frozen,Angry
plenty,Angry
feed,Angry
eschew,Angry
foraging,Angry
scratch,Angry
total,Angry
yay,Angry
palate,Sad
types,Sad
natural,Sad
wine,Sad
messianic,Sad
quest,Sad
reveal,Sad
biceps,Happy
shaping,Happy
separated,Happy
introducing,Happy
sprinkling,Happy
historian,Happy
spin,Fearful
block,Fearful
strapping,Fearful
bear,Fearful
looks,Fearful
sturdy,Fearful
handful,Sad
perfectly,Sad
patrick,Angry
avery,Angry
nightly,Angry
clueless,Fearful
homesick,Fearful
wandering,Sad
santa,Sad
cruz,Sad
meaningful,Sad
squares,Sad
shops,Sad
caf,Sad
sand,Happy
lupron,Happy
budget,Happy
spreadsheet,Happy
someplace,Happy
whir,Happy
stir,Happy
likeable,Happy
remain,Fearful
endeavors,Fearful
characters,Excited
amish,Excited
lifestyle,Excited
presented,Excited
commented,Excited
slut,Sad
definately,Sad
argue,Happy
mda,Happy
telethon,Happy
spiraling,Sad
agonised,Sad
review,Sad
flow,Sad
task,Sad
solo,Fearful
six,Fearful
wandering,Fearful
dress,Fearful
disaster,Fearful
bookstore,Sad
sold,Sad
displayed,Sad
shelf,Sad
stumped,Happy
floor,Happy
continental,Happy
isn,Happy
purely,Happy
heaven,Happy
asbestos,Happy
classic,Happy
iframe,Happy
allowfullscreen,Happy
frameborder,Happy
economy,Happy
gm,Happy
insatiably,Excited
digital,Excited
media,Excited
social,Excited
marketing,Excited
peoples,Happy
connect,Happy
friendship,Sad
learned,Excited
rabbits,Excited
worlds,Happy
alphabet,Happy
rose,Happy
jsk,Happy
lengths,Happy
lolita,Happy
dresses,Happy
knee,Happy
reminds,Happy
jane,Happy
austen,Happy
softball,Sad
hydration,Sad
advance,Happy
everythings,Happy
psychically,Happy
galvanised,Happy
wrestle,Happy
ground,Happy
busy,Angry
pinning,Angry
nanashi,Angry
bills,Happy
cash,Happy
pyongyang,Sad
state,Sad
enjoyable,Sad
preceptor,Fearful
blogs,Happy
winners,Happy
gleefully,Happy
roasting,Happy
marshmallows,Happy
kindness,Fearful
lord,Fearful
add,Angry
comment,Angry
philosophy,Angry
religion,Angry
luh,Sad
arriving,Happy
zealand,Happy
teenager,Happy
overseas,Happy
exhilarating,Happy
scenery,Happy
muscle,Fearful
tough,Fearful
mudder,Fearful
catholic,Sad
raised,Sad
closure,Sad
occurs,Sad
fuck,Angry
luminaries,Angry
swinelord,Angry
deluxe,Angry
r,Angry
plunging,Fearful
colored,Fearful
pencils,Fearful
nonetheless,Fearful
insomnia,Sad
ji,Happy
kin,Happy
spores,Happy
mailorder,Happy
kome,Happy
rice,Happy
ing,Happy
til,Happy
absence,Happy
bench,Happy
georges,Happy
asks,Happy
ya,Happy
aint,Happy
deffinately,Happy
berate,Angry
gigantic,Angry
spider,Angry
flat,Angry
gonna,Excited
reproduce,Excited
boring,Excited
academic,Excited
references,Excited
specifically,Excited
analyses,Excited
several,Excited
prominent,Excited
bloggers,Excited
treatment,Excited
romantic,Excited
putting,Excited
silences,Sad
assistance,Happy
remains,Happy
opened,Happy
mariah,Happy
carey,Happy
designers,Fearful
julia,Fearful
incorporated,Fearful
splashes,Fearful
orange,Fearful
green,Fearful
honest,Angry
justified,Sad
threat,Sad
realized,Excited
subdue,Happy
dramatically,Happy
rewriting,Sad
woeful,Sad
teeter,Angry
totering,Angry
ds,Happy
rd,Happy
dd,Happy
preschool,Happy
ya,Sad
strange,Sad
angst,Angry
yelping,Angry
passion,Angry
initial,Angry
connection,Angry
wantd,Sad
thrown,Fearful
hide,Angry
safe,Angry
esp,Angry
uw,Angry
fulfil,Happy
patients,Happy
uwilnevrknow,Sad
describes,Happy
injury,Excited
throughout,Excited
reset,Happy
mount,Happy
refuse,Fearful
adapted,Happy
dark,Excited
outside,Excited
join,Angry
drink,Angry
tango,Sad
milonga,Sad
sign,Sad
remove,Sad
depleted,Angry
checklist,Angry
rid,Sad
acclimated,Fearful
organization,Fearful
observer,Fearful
snapping,Angry
everybody,Angry
caused,Fearful
traffic,Fearful
match,Sad
blue,Sad
starred,Sad
susan,Sad
gaping,Sad
cum,Sad
ring,Sad
cock,Sad
hardening,Sad
goddess,Sad
smoothie,Happy
vegan,Happy
gotten,Excited
used,Excited
extent,Excited
roads,Sad
teeth,Happy
perpetuate,Happy
dynamic,Happy
educators,Happy
legitimize,Sad
guilted,Sad
decision,Sad
cell,Angry
bio,Angry
dancers,Angry
flailing,Angry
gaia,Happy
potter,Sad
version,Sad
bridget,Sad
jones,Sad
bruce,Sad
bunnysuit,Happy
entrance,Happy
admittance,Happy
chaste,Happy
persom,Happy
wickdly,Happy
laps,Happy
doubtful,Happy
blogging,Excited
deodorant,Excited
snob,Excited
homework,Sad
holidays,Sad
stumbleupon,Sad
ssba,Sad
alt,Sad
abusive,Sad
boyfriends,Sad
marrying,Happy
shall,Happy
mr,Happy
mosquito,Angry
land,Angry
squeal,Angry
elementary,Happy
coerce,Happy
file,Happy
lunchroom,Happy
likelihood,Happy
feeding,Sad
processed,Sad
dog,Sad
sensing,Fearful
beneath,Fearful
wobbly,Fearful
unhappy,Fearful
projector,Angry
displeasing,Angry
musty,Angry
episode,Angry
set,Angry
rule,Angry
sans,Angry
yourself,Angry
grimaced,Sad
staying,Fearful
relatives,Fearful
yknow,Happy
vegitarianism,Happy
talking,Excited
district,Excited
leader,Excited
elder,Excited
hill,Excited
explaining,Excited
concerns,Excited
seeing,Excited
fruits,Excited
efforts,Excited
baptized,Excited
plain,Excited
problems,Excited
weaknesses,Excited
joyous,Happy
marriage,Happy
auto,Sad
alive,Sad
vomited,Happy
katniss,Happy
tense,Happy
holiday,Sad
multiple,Sad
span,Sad
journal,Sad
depresses,Sad
happiuness,Sad
bliss,Sad
absurdity,Happy
chalk,Happy
attack,Happy
pigeons,Happy
uninhabited,Happy
spouting,Happy
russia,Happy
muck,Happy
citizens,Happy
bearing,Sad
anguish,Sad
gallivanting,Sad
wed,Happy
escaped,Happy
interminable,Happy
bouts,Happy
bods,Happy
dressing,Happy
gowns,Happy
lapels,Happy
spectacle,Happy
combo,Happy
intents,Happy
purposes,Happy
dramatic,Sad
steroids,Happy
figured,Sad
exist,Sad
beacuse,Fearful
dirty,Fearful
scratcheverything,Sad
discomforting,Sad
emotion,Sad
plays,Sad
interpreted,Sad
smoking,Happy
lungs,Happy
document,Fearful
blackburn,Angry
team,Angry
blackpool,Angry
holloway,Angry
reaction,Angry
game,Angry
annoying,Fearful
powerful,Fearful
seafood,Happy
paella,Happy
lemonade,Happy
glass,Happy
sangria,Happy
blush,Excited
recreational,Excited
activities,Excited
unwillingly,Excited
willingly,Excited
compliments,Happy
succeeded,Happy
resulted,Happy
unpaid,Happy
rushing,Sad
packing,Sad
kit,Sad
gambia,Sad
supping,Sad
ideal,Happy
therapist,Happy
presumably,Happy
necessity,Happy
uniqueness,Happy
wholeness,Happy
presupposition,Happy
clown,Happy
fling,Happy
unfurling,Happy
frantic,Angry
junior,Angry
file,Angry
obviously,Angry
refused,Angry
ta,Angry
jz,Angry
phases,Sad
unattractive,Sad
form,Angry
balls,Angry
anonymous,Angry
content,Angry
comments,Angry
miles,Happy
pace,Happy
virginia,Happy
gut,Fearful
helps,Sad
submitted,Happy
apathetic,Fearful
zack,Happy
similarly,Happy
lola,Excited
falls,Excited
under,Excited
demographic,Excited
responding,Happy
crashing,Happy
dt,Happy
ccs,Happy
wit,Happy
handedly,Happy
cupcake,Happy
lawn,Happy
angle,Sad
racing,Sad
paranoid,Angry
relentlessly,Angry
visited,Happy
daycare,Happy
options,Happy
everywhere,Happy
dumps,Angry
mildly,Angry
upsetting,Angry
traffic,Angry
news,Angry
chose,Excited
paige,Happy
sing,Sad
apply,Angry
strategy,Angry
match,Angry
log,Sad
deke,Fearful
fuckin,Fearful
gel,Happy
residue,Happy
brownish,Happy
tint,Happy
celebrity,Sad
politician,Sad
hire,Sad
bodyguard,Sad
carries,Sad
gun,Sad
afternoons,Sad
beat,Sad
refreshing,Sad
sting,Sad
colognes,Sad
scent,Sad
energizing,Sad
intense,Sad
sharing,Excited
johann,Happy
accompany,Happy
khartoum,Happy
rally,Happy
descara,Happy
observation,Sad
thebalm,Happy
nude,Happy
tude,Happy
palette,Happy
broomfield,Sad
grim,Angry
effects,Happy
lifting,Happy
weights,Happy
laughter,Happy
remain,Happy
weighed,Happy
heavier,Happy
sustained,Happy
responses,Happy
booking,Happy
pe,Happy
hill,Fearful
touch,Angry
janine,Angry
appears,Angry
forgotten,Angry
card,Angry
inflicted,Sad
cook,Angry
seek,Angry
conscience,Angry
optimism,Angry
youth,Angry
refusal,Angry
fate,Angry
jun,Sad
crone,Angry
struggles,Sad
mothers,Sad
remembering,Angry
idiot,Angry
nao,Angry
presented,Sad
selfs,Happy
sir,Happy
mba,Happy
companies,Happy
ths,Happy
ages,Happy
mindset,Happy
la,Sad
hug,Sad
problem,Happy
arms,Sad
peers,Sad
arguments,Sad
ensue,Sad
idiot,Sad
precise,Sad
fleeting,Sad
empathy,Sad
triumphs,Sad
succeeded,Sad
bitterness,Sad
eloquent,Happy
charm,Happy
array,Happy
